Driver,Team,Q1,Q2,Q3,QualiTime,AirTemp,TrackTemp,Humidity,Rainfall,FP1_Time,FP2_Time,FP3_Time,Year,Circuit
SAI,Ferrari,87.686,87.148,87.349,87.148,28.64482758620689,43.26666666666666,59.206896551724135,0.0,90.724,88.315,88.125,2023,Miami Grand Prix
MAG,Haas F1 Team,87.809,87.673,87.767,87.673,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.853,89.171,88.607,2023,Miami Grand Prix
GAS,Alpine,88.061,87.612,87.786,87.612,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.104,89.098,88.428,2023,Miami Grand Prix
RUS,Mercedes,88.086,87.743,87.804,87.743,28.64482758620689,43.26666666666666,59.206896551724135,0.0,90.125,89.216,88.606,2023,Miami Grand Prix
LEC,Ferrari,87.713,86.964,87.861,86.964,28.64482758620689,43.26666666666666,59.206896551724135,0.0,90.449,88.398,87.941,2023,Miami Grand Prix
OCO,Alpine,87.872,87.444,87.935,87.444,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.542,88.937,88.407,2023,Miami Grand Prix
VER,Red Bull Racing,87.363,86.814,,86.814,28.64482758620689,43.26666666666666,59.206896551724135,0.0,90.549,87.93,87.535,2023,Miami Grand Prix
BOT,Alfa Romeo,87.864,87.564,,87.564,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.902,89.189,88.456,2023,Miami Grand Prix
ALB,Williams,88.234,87.795,,87.795,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.903,89.046,88.561,2023,Miami Grand Prix
HUL,Haas F1 Team,87.945,87.903,,87.903,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.392,89.393,88.497,2023,Miami Grand Prix
HAM,Mercedes,87.846,87.975,,87.846,28.64482758620689,43.26666666666666,59.206896551724135,0.0,90.337,88.858,88.718,2023,Miami Grand Prix
ZHO,Alfa Romeo,88.18,88.091,,88.091,28.64482758620689,43.26666666666666,59.206896551724135,0.0,92.134,89.181,89.074,2023,Miami Grand Prix
DEV,AlphaTauri,88.325,88.395,,88.325,28.64482758620689,43.26666666666666,59.206896551724135,0.0,94.637,89.928,89.447,2023,Miami Grand Prix
NOR,McLaren,88.394,,,88.394,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.997,88.741,89.401,2023,Miami Grand Prix
TSU,AlphaTauri,88.429,,,88.429,28.64482758620689,43.26666666666666,59.206896551724135,0.0,92.169,89.613,89.179,2023,Miami Grand Prix
STR,Aston Martin,88.476,,,88.476,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.337,88.93,88.723,2023,Miami Grand Prix
PIA,McLaren,88.484,,,88.484,28.64482758620689,43.26666666666666,59.206896551724135,0.0,91.81,89.339,89.375,2023,Miami Grand Prix
SAR,Williams,88.577,,,88.577,28.64482758620689,43.26666666666666,59.206896551724135,0.0,92.619,90.038,89.264,2023,Miami Grand Prix
VER,Red Bull Racing,72.386,71.908,71.365,71.365,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.244,72.462,72.776,2023,Monaco Grand Prix
ALO,Aston Martin,72.886,72.107,71.449,71.449,25.586046511627902,46.495348837209306,34.66279069767442,0.0,73.71,72.682,73.697,2023,Monaco Grand Prix
LEC,Ferrari,72.912,72.103,71.471,71.471,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.093,72.527,73.475,2023,Monaco Grand Prix
OCO,Alpine,72.967,72.248,71.553,71.553,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.585,73.162,73.496,2023,Monaco Grand Prix
SAI,Ferrari,72.717,72.21,71.63,71.63,25.586046511627902,46.495348837209306,34.66279069767442,0.0,73.372,72.569,73.261,2023,Monaco Grand Prix
HAM,Mercedes,72.872,72.156,71.725,71.725,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.035,72.96,73.486,2023,Monaco Grand Prix
GAS,Alpine,73.033,72.169,71.933,71.933,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.866,73.089,73.453,2023,Monaco Grand Prix
RUS,Mercedes,72.769,72.151,71.964,71.964,25.586046511627902,46.495348837209306,34.66279069767442,0.0,75.066,73.191,73.59,2023,Monaco Grand Prix
TSU,AlphaTauri,72.642,72.249,72.082,72.082,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.82,73.641,73.738,2023,Monaco Grand Prix
NOR,McLaren,72.877,72.377,72.254,72.254,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.467,72.906,73.396,2023,Monaco Grand Prix
PIA,McLaren,73.006,72.395,,72.395,25.586046511627902,46.495348837209306,34.66279069767442,0.0,75.192,73.673,73.998,2023,Monaco Grand Prix
DEV,AlphaTauri,73.054,72.428,,72.428,25.586046511627902,46.495348837209306,34.66279069767442,0.0,75.083,73.663,74.187,2023,Monaco Grand Prix
ALB,Williams,72.706,72.527,,72.527,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.666,74.217,73.93,2023,Monaco Grand Prix
STR,Aston Martin,72.722,72.623,,72.623,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.653,73.185,72.942,2023,Monaco Grand Prix
BOT,Alfa Romeo,73.038,72.625,,72.625,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.718,73.05,73.521,2023,Monaco Grand Prix
SAR,Williams,73.113,,,73.113,25.586046511627902,46.495348837209306,34.66279069767442,0.0,75.557,74.238,73.851,2023,Monaco Grand Prix
MAG,Haas F1 Team,73.27,,,73.27,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.725,73.457,73.624,2023,Monaco Grand Prix
HUL,Haas F1 Team,73.279,,,73.279,25.586046511627902,46.495348837209306,34.66279069767442,0.0,75.785,73.52,73.65,2023,Monaco Grand Prix
ZHO,Alfa Romeo,73.523,,,73.523,25.586046511627902,46.495348837209306,34.66279069767442,0.0,75.684,73.354,73.772,2023,Monaco Grand Prix
PER,Red Bull Racing,73.85,,,73.85,25.586046511627902,46.495348837209306,34.66279069767442,0.0,74.038,72.991,72.849,2023,Monaco Grand Prix
VER,Red Bull Racing,73.615,72.76,72.272,72.272,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,74.606,73.907,73.664,2023,Spanish Grand Prix
SAI,Ferrari,73.411,72.79,72.734,72.734,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.726,74.274,74.24,2023,Spanish Grand Prix
NOR,McLaren,73.295,72.776,72.792,72.776,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.783,74.694,74.681,2023,Spanish Grand Prix
GAS,Alpine,73.471,73.186,72.816,72.816,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.545,74.457,75.841,2023,Spanish Grand Prix
HAM,Mercedes,72.937,72.999,72.818,72.818,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.845,74.549,74.072,2023,Spanish Grand Prix
STR,Aston Martin,73.766,73.082,72.994,72.994,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.939,75.01,74.756,2023,Spanish Grand Prix
OCO,Alpine,73.433,73.001,73.083,73.001,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.418,74.242,75.266,2023,Spanish Grand Prix
HUL,Haas F1 Team,73.42,73.283,73.229,73.229,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,76.461,74.177,74.988,2023,Spanish Grand Prix
ALO,Aston Martin,73.747,73.098,73.507,73.098,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.547,74.077,74.264,2023,Spanish Grand Prix
PIA,McLaren,73.691,73.059,73.682,73.059,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,76.353,74.583,75.105,2023,Spanish Grand Prix
PER,Red Bull Racing,73.874,73.334,,73.334,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.374,74.219,73.914,2023,Spanish Grand Prix
RUS,Mercedes,73.326,73.447,,73.326,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.753,74.392,74.278,2023,Spanish Grand Prix
ZHO,Alfa Romeo,73.677,73.521,,73.521,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.906,74.585,74.681,2023,Spanish Grand Prix
DEV,AlphaTauri,73.581,74.083,,73.581,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.504,74.785,74.693,2023,Spanish Grand Prix
TSU,AlphaTauri,73.862,74.477,,73.862,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.915,74.84,74.659,2023,Spanish Grand Prix
BOT,Alfa Romeo,73.977,,,73.977,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.978,74.448,74.36,2023,Spanish Grand Prix
MAG,Haas F1 Team,74.042,,,74.042,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.689,74.713,75.534,2023,Spanish Grand Prix
ALB,Williams,74.063,,,74.063,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,76.63,75.056,75.851,2023,Spanish Grand Prix
LEC,Ferrari,74.079,,,74.079,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,75.694,74.246,74.353,2023,Spanish Grand Prix
SAR,Williams,74.699,,,74.699,20.853409090909093,24.940909090909088,71.94318181818181,0.20454545454545456,76.506,75.415,76.529,2023,Spanish Grand Prix
VER,Red Bull Racing,80.851,79.092,85.858,79.092,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,80.231,74.142,83.106,2023,Canadian Grand Prix
HUL,Haas F1 Team,82.73,80.305,87.102,80.305,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,84.336,76.369,85.14,2023,Canadian Grand Prix
ALO,Aston Martin,81.481,79.776,87.286,79.776,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,79.807,74.044,84.483,2023,Canadian Grand Prix
HAM,Mercedes,81.554,80.426,87.627,80.426,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,,73.718,85.087,2023,Canadian Grand Prix
RUS,Mercedes,81.798,80.098,87.893,80.098,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,,73.745,85.435,2023,Canadian Grand Prix
OCO,Alpine,82.114,80.406,87.945,80.406,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,,75.092,86.84,2023,Canadian Grand Prix
NOR,McLaren,81.998,79.347,88.046,79.347,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,126.349,74.617,85.198,2023,Canadian Grand Prix
SAI,Ferrari,82.248,79.856,89.294,79.856,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,85.991,73.844,84.765,2023,Canadian Grand Prix
PIA,McLaren,82.19,79.659,91.349,79.659,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,81.496,74.533,85.191,2023,Canadian Grand Prix
ALB,Williams,81.938,78.725,,78.725,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,,75.003,85.379,2023,Canadian Grand Prix
LEC,Ferrari,81.843,80.615,,80.615,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,86.809,74.094,83.397,2023,Canadian Grand Prix
PER,Red Bull Racing,82.151,80.959,,80.959,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,80.154,74.25,85.857,2023,Canadian Grand Prix
STR,Aston Martin,82.677,81.484,,81.484,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,79.175,74.419,84.944,2023,Canadian Grand Prix
MAG,Haas F1 Team,82.351,81.678,,81.678,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,84.045,74.544,84.715,2023,Canadian Grand Prix
BOT,Alfa Romeo,82.332,81.821,,81.821,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,78.728,74.22,84.988,2023,Canadian Grand Prix
TSU,AlphaTauri,82.746,,,82.746,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,114.143,74.941,84.955,2023,Canadian Grand Prix
GAS,Alpine,82.886,,,82.886,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,,74.477,84.825,2023,Canadian Grand Prix
DEV,AlphaTauri,83.137,,,83.137,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,92.274,75.002,85.725,2023,Canadian Grand Prix
SAR,Williams,83.337,,,83.337,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,109.568,75.426,87.279,2023,Canadian Grand Prix
ZHO,Alfa Romeo,83.342,,,83.342,16.46629213483146,18.4561797752809,87.71910112359551,0.33707865168539325,84.961,74.811,86.75,2023,Canadian Grand Prix
VER,Red Bull Racing,65.116,64.951,64.391,64.391,26.70000000000001,39.60941176470588,41.576470588235296,0.0,65.742,,,2023,Austrian Grand Prix
LEC,Ferrari,65.577,65.087,64.439,64.439,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.012,,,2023,Austrian Grand Prix
SAI,Ferrari,65.339,64.975,64.581,64.581,26.70000000000001,39.60941176470588,41.576470588235296,0.0,65.983,,,2023,Austrian Grand Prix
NOR,McLaren,65.617,65.038,64.658,64.658,26.70000000000001,39.60941176470588,41.576470588235296,0.0,67.368,,,2023,Austrian Grand Prix
HAM,Mercedes,65.673,65.188,64.819,64.819,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.251,,,2023,Austrian Grand Prix
STR,Aston Martin,65.71,65.121,64.893,64.893,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.34,,,2023,Austrian Grand Prix
ALO,Aston Martin,65.655,65.181,64.911,64.911,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.656,,,2023,Austrian Grand Prix
HUL,Haas F1 Team,65.74,65.362,65.09,65.09,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.846,,,2023,Austrian Grand Prix
GAS,Alpine,65.515,65.308,65.17,65.17,26.70000000000001,39.60941176470588,41.576470588235296,0.0,67.287,,,2023,Austrian Grand Prix
ALB,Williams,65.673,65.387,65.823,65.387,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.794,,,2023,Austrian Grand Prix
RUS,Mercedes,65.686,65.428,,65.428,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.696,,,2023,Austrian Grand Prix
OCO,Alpine,65.729,65.453,,65.453,26.70000000000001,39.60941176470588,41.576470588235296,0.0,67.202,,,2023,Austrian Grand Prix
PIA,McLaren,65.683,65.605,,65.605,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.809,,,2023,Austrian Grand Prix
BOT,Alfa Romeo,65.763,65.68,,65.68,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.847,,,2023,Austrian Grand Prix
PER,Red Bull Racing,65.177,126.688,,65.177,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.262,,,2023,Austrian Grand Prix
TSU,AlphaTauri,65.784,,,65.784,26.70000000000001,39.60941176470588,41.576470588235296,0.0,66.985,,,2023,Austrian Grand Prix
