Year,Circuit,DriverNumber,Driver,DriverId,Team,Position,Q1,Q2,Q3,Status,event_id,year,round,name,circuit_id,circuit,country,location,format,source_row,duplicate,QualiTime,FP1_Time,FP2_Time,FP3_Time,predictable
2021,United States Grand Prix,10,GAS,gasly,AlphaTauri,9.0,94.567,94.583,94.118,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,330,False,94.118,96.611,96.242,95.398,True
2021,United States Grand Prix,22,TSU,tsunoda,AlphaTauri,10.0,95.36,95.137,94.918,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,331,False,94.918,97.248,96.69,96.572,True
2021,United States Grand Prix,31,OCO,ocon,Alpine,11.0,95.747,95.377,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,332,False,95.377,96.97,96.158,95.711,True
2021,United States Grand Prix,5,VET,vettel,Aston Martin,12.0,95.281,95.5,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,333,False,95.281,96.344,96.718,95.851,True
2021,United States Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,13.0,95.92,95.794,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,334,False,95.794,96.874,96.138,96.252,True
2021,United States Grand Prix,14,ALO,alonso,Alpine,14.0,95.756,104.549,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,335,False,95.756,97.068,96.376,96.49,True
2021,United States Grand Prix,63,RUS,russell,Williams,15.0,95.746,,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,336,False,95.746,96.966,97.49,96.023,True
2021,United States Grand Prix,18,STR,stroll,Aston Martin,16.0,95.983,,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,337,False,95.983,96.972,95.561,96.392,True
2021,United States Grand Prix,6,LAT,latifi,Williams,17.0,95.995,,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,338,False,95.995,97.463,97.254,96.118,True
2021,United States Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,18.0,96.311,,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,339,False,96.311,96.876,96.558,96.062,True
2021,United States Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,19.0,96.499,,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,340,False,96.499,98.866,97.041,96.671,True
2021,United States Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,96.796,,,,2021-17,2021,17,United States Grand Prix,9,Austin,United States,Austin,conventional,341,False,96.796,100.948,98.026,97.344,True
2021,Mexico City Grand Prix,77,BOT,bottas,Mercedes,1.0,76.727,76.864,75.875,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,342,False,75.875,78.341,77.725,77.708,True
2021,Mexico City Grand Prix,44,HAM,hamilton,Mercedes,2.0,77.207,76.474,76.02,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,343,False,76.02,78.417,77.81,77.675,True
2021,Mexico City Grand Prix,33,VER,max_verstappen,Red Bull Racing,3.0,76.788,76.483,76.225,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,344,False,76.225,78.464,77.301,77.217,True
2021,Mexico City Grand Prix,11,PER,perez,Red Bull Racing,4.0,77.003,77.055,76.342,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,345,False,76.342,78.61,77.871,77.024,True
2021,Mexico City Grand Prix,10,GAS,gasly,AlphaTauri,5.0,76.908,76.955,76.456,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,346,False,76.456,78.985,78.429,78.202,True
2021,Mexico City Grand Prix,55,SAI,sainz,Ferrari,6.0,77.517,77.248,76.761,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,347,False,76.761,79.463,78.318,78.029,True
2021,Mexico City Grand Prix,3,RIC,ricciardo,McLaren,7.0,77.719,77.092,76.763,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,348,False,76.763,80.273,79.521,78.121,True
2021,Mexico City Grand Prix,16,LEC,leclerc,Ferrari,8.0,76.748,77.034,76.837,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,349,False,76.748,79.667,78.605,78.213,True
2021,Mexico City Grand Prix,22,TSU,tsunoda,AlphaTauri,9.0,77.33,76.701,77.158,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,350,False,76.701,80.011,78.644,78.037,True
2021,Mexico City Grand Prix,4,NOR,norris,McLaren,10.0,77.569,77.473,96.83,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,351,False,77.473,80.301,78.979,78.312,True
2021,Mexico City Grand Prix,5,VET,vettel,Aston Martin,11.0,77.502,77.746,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,352,False,77.502,79.858,78.681,78.614,True
2021,Mexico City Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,12.0,77.606,77.958,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,353,False,77.606,80.026,78.841,78.531,True
2021,Mexico City Grand Prix,63,RUS,russell,Williams,13.0,77.958,78.172,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,354,False,77.958,80.517,,79.211,True
2021,Mexico City Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,14.0,77.897,78.29,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,355,False,77.897,80.344,79.227,78.556,True
2021,Mexico City Grand Prix,31,OCO,ocon,Alpine,15.0,78.126,78.405,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,356,False,78.126,79.759,79.431,78.999,True
2021,Mexico City Grand Prix,14,ALO,alonso,Alpine,16.0,78.452,,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,357,False,78.452,79.656,78.732,78.816,True
2021,Mexico City Grand Prix,6,LAT,latifi,Williams,17.0,78.756,,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,358,False,78.756,81.58,80.82,79.313,True
2021,Mexico City Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,18.0,78.858,,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,359,False,78.858,82.144,79.62,79.238,True
2021,Mexico City Grand Prix,9,MAZ,mazepin,Haas F1 Team,19.0,79.303,,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,360,False,79.303,82.819,81.581,80.479,True
2021,Mexico City Grand Prix,18,STR,stroll,Aston Martin,20.0,80.873,,,,2021-18,2021,18,Mexico City Grand Prix,65,Mexico City,Mexico,Mexico City,conventional,361,False,80.873,80.03,79.73,78.352,True
2021,São Paulo Grand Prix,44,HAM,hamilton,Mercedes,1.0,68.733,68.068,67.934,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,362,False,67.934,69.05,,,True
2021,São Paulo Grand Prix,33,VER,max_verstappen,Red Bull Racing,2.0,69.329,68.499,68.372,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,363,False,68.372,69.417,,,True
2021,São Paulo Grand Prix,77,BOT,bottas,Mercedes,3.0,69.04,68.426,68.469,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,364,False,68.426,69.567,,,True
2021,São Paulo Grand Prix,11,PER,perez,Red Bull Racing,4.0,69.172,68.973,68.483,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,365,False,68.483,69.492,,,True
2021,São Paulo Grand Prix,10,GAS,gasly,AlphaTauri,5.0,69.347,68.903,68.777,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,366,False,68.777,69.88,,,True
2021,São Paulo Grand Prix,55,SAI,sainz,Ferrari,6.0,69.046,69.031,68.826,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,367,False,68.826,70.124,,,True
2021,São Paulo Grand Prix,16,LEC,leclerc,Ferrari,7.0,69.155,68.859,68.96,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,368,False,68.859,70.142,,,True
2021,São Paulo Grand Prix,4,NOR,norris,McLaren,8.0,69.365,69.03,68.98,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,369,False,68.98,70.61,,,True
2021,São Paulo Grand Prix,3,RIC,ricciardo,McLaren,9.0,69.374,69.093,69.039,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,370,False,69.039,70.99,,,True
2021,São Paulo Grand Prix,14,ALO,alonso,Alpine,10.0,69.391,69.137,69.113,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,371,False,69.113,70.201,,,True
2021,São Paulo Grand Prix,31,OCO,ocon,Alpine,11.0,69.43,69.189,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,372,False,69.189,70.145,,,True
2021,São Paulo Grand Prix,5,VET,vettel,Aston Martin,12.0,69.451,69.399,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,373,False,69.399,70.413,,,True
2021,São Paulo Grand Prix,22,TSU,tsunoda,AlphaTauri,13.0,69.35,69.483,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,374,False,69.35,70.374,,,True
2021,São Paulo Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,14.0,69.598,69.503,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,375,False,69.503,70.443,,,True
2021,São Paulo Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,15.0,69.342,70.227,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,376,False,69.342,70.587,,,True
2021,São Paulo Grand Prix,18,STR,stroll,Aston Martin,16.0,69.663,,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,377,False,69.663,70.352,,,True
2021,São Paulo Grand Prix,6,LAT,latifi,Williams,17.0,69.897,,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,378,False,69.897,70.902,,,True
2021,São Paulo Grand Prix,63,RUS,russell,Williams,18.0,69.953,,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,379,False,69.953,70.938,,,True
2021,São Paulo Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,19.0,70.329,,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,380,False,70.329,70.885,,,True
2021,São Paulo Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,70.589,,,,2021-19,2021,19,São Paulo Grand Prix,14,Interlagos,Brazil,São Paulo,sprint,381,False,70.589,71.342,,,True
2021,Qatar Grand Prix,44,HAM,hamilton,Mercedes,1.0,81.901,81.682,80.827,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,382,False,80.827,84.509,83.57,82.388,True
2021,Qatar Grand Prix,33,VER,max_verstappen,Red Bull Racing,2.0,81.996,81.984,81.282,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,383,False,81.282,83.723,83.498,82.651,True
2021,Qatar Grand Prix,77,BOT,bottas,Mercedes,3.0,82.016,81.991,81.478,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,384,False,81.478,84.194,83.148,82.31,True
2021,Qatar Grand Prix,10,GAS,gasly,AlphaTauri,4.0,82.535,81.728,81.64,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,385,False,81.64,84.16,83.357,82.721,True
2021,Qatar Grand Prix,14,ALO,alonso,Alpine,5.0,82.422,81.894,81.67,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,386,False,81.67,85.905,84.056,83.186,True
2021,Qatar Grand Prix,4,NOR,norris,McLaren,6.0,82.839,82.216,81.731,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,387,False,81.731,85.215,83.632,83.895,True
2021,Qatar Grand Prix,55,SAI,sainz,Ferrari,7.0,82.304,82.241,81.84,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,388,False,81.84,84.713,84.033,83.048,True
2021,Qatar Grand Prix,22,TSU,tsunoda,AlphaTauri,8.0,82.458,82.058,81.881,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,389,False,81.881,84.648,83.735,83.567,True
2021,Qatar Grand Prix,31,OCO,ocon,Alpine,9.0,82.565,82.012,82.028,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,390,False,82.012,84.972,84.041,83.209,True
2021,Qatar Grand Prix,5,VET,vettel,Aston Martin,10.0,82.549,82.146,82.785,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,391,False,82.146,85.328,84.02,83.884,True
2021,Qatar Grand Prix,11,PER,perez,Red Bull Racing,11.0,82.398,82.346,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,392,False,82.346,84.915,83.787,82.846,True
2021,Qatar Grand Prix,18,STR,stroll,Aston Martin,12.0,82.551,82.46,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,393,False,82.46,86.712,83.705,84.154,True
2021,Qatar Grand Prix,16,LEC,leclerc,Ferrari,13.0,82.742,82.463,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,394,False,82.463,84.79,84.095,83.276,True
2021,Qatar Grand Prix,3,RIC,ricciardo,McLaren,14.0,82.688,82.597,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,395,False,82.597,85.291,84.135,83.711,True
2021,Qatar Grand Prix,63,RUS,russell,Williams,15.0,82.863,82.756,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,396,False,82.756,85.871,84.954,83.923,True
2021,Qatar Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,16.0,83.156,,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,397,False,83.156,85.828,84.631,84.246,True
2021,Qatar Grand Prix,6,LAT,latifi,Williams,17.0,83.213,,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,398,False,83.213,85.688,85.209,84.499,True
2021,Qatar Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,18.0,83.262,,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,399,False,83.262,85.757,85.072,84.288,True
2021,Qatar Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,19.0,83.407,,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,400,False,83.407,86.699,85.575,84.68,True
2021,Qatar Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,85.859,,,,2021-20,2021,20,Qatar Grand Prix,150,Losail,Qatar,Lusail,conventional,401,False,85.859,87.5,,,True
2021,Saudi Arabian Grand Prix,44,HAM,hamilton,Mercedes,1.0,88.466,87.712,87.511,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,402,False,87.511,89.786,89.018,88.314,True
2021,Saudi Arabian Grand Prix,77,BOT,bottas,Mercedes,2.0,88.057,88.054,87.622,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,403,False,87.622,90.009,89.079,89.019,True
2021,Saudi Arabian Grand Prix,33,VER,max_verstappen,Red Bull Racing,3.0,88.285,87.953,87.653,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,404,False,87.653,89.842,89.213,88.1,True
2021,Saudi Arabian Grand Prix,16,LEC,leclerc,Ferrari,4.0,88.31,88.459,88.054,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,405,False,88.054,90.6,89.772,89.101,True
2021,Saudi Arabian Grand Prix,11,PER,perez,Red Bull Racing,5.0,88.021,87.946,88.123,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,406,False,87.946,90.96,89.768,88.629,True
2021,Saudi Arabian Grand Prix,10,GAS,gasly,AlphaTauri,6.0,88.401,88.314,88.125,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,407,False,88.125,90.263,89.099,88.715,True
2021,Saudi Arabian Grand Prix,4,NOR,norris,McLaren,7.0,88.338,88.344,88.18,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,408,False,88.18,91.029,90.004,89.3,True
2021,Saudi Arabian Grand Prix,22,TSU,tsunoda,AlphaTauri,8.0,88.503,88.222,88.442,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,409,False,88.222,91.099,89.597,88.641,True
2021,Saudi Arabian Grand Prix,31,OCO,ocon,Alpine,9.0,88.752,88.574,88.647,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,410,False,88.574,91.023,89.555,89.177,True
2021,Saudi Arabian Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,10.0,88.899,88.616,88.754,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,411,False,88.616,90.318,90.11,89.59,True
2021,Saudi Arabian Grand Prix,3,RIC,ricciardo,McLaren,11.0,88.216,88.668,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,412,False,88.216,90.608,89.968,89.717,True
2021,Saudi Arabian Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,12.0,88.856,88.885,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,413,False,88.856,91.296,90.276,89.689,True
2021,Saudi Arabian Grand Prix,14,ALO,alonso,Alpine,13.0,88.944,88.92,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,414,False,88.92,90.842,89.441,89.418,True
2021,Saudi Arabian Grand Prix,63,RUS,russell,Williams,14.0,88.926,89.054,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,415,False,88.926,91.343,90.506,90.034,True
2021,Saudi Arabian Grand Prix,55,SAI,sainz,Ferrari,15.0,88.237,113.652,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,416,False,88.237,90.564,89.589,89.149,True
2021,Saudi Arabian Grand Prix,6,LAT,latifi,Williams,16.0,89.177,,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,417,False,89.177,91.821,91.039,90.366,True
2021,Saudi Arabian Grand Prix,5,VET,vettel,Aston Martin,17.0,89.198,,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,418,False,89.198,90.886,90.502,90.296,True
2021,Saudi Arabian Grand Prix,18,STR,stroll,Aston Martin,18.0,89.368,,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,419,False,89.368,91.044,90.442,90.03,True
2021,Saudi Arabian Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,19.0,89.464,,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,420,False,89.464,91.525,90.652,90.933,True
2021,Saudi Arabian Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,90.473,,,,2021-21,2021,21,Saudi Arabian Grand Prix,149,Jeddah,Saudi Arabia,Jeddah,conventional,421,False,90.473,93.464,91.629,90.979,True
2021,Abu Dhabi Grand Prix,33,VER,max_verstappen,Red Bull Racing,1.0,83.322,82.8,82.109,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,422,False,82.109,85.009,84.332,83.488,True
2021,Abu Dhabi Grand Prix,44,HAM,hamilton,Mercedes,2.0,82.845,83.145,82.48,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,423,False,82.48,85.042,83.691,83.274,True
2021,Abu Dhabi Grand Prix,4,NOR,norris,McLaren,3.0,83.553,83.256,82.931,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,424,False,82.931,86.123,85.072,84.106,True
2021,Abu Dhabi Grand Prix,11,PER,perez,Red Bull Racing,4.0,83.35,83.135,82.947,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,425,False,82.947,85.363,84.4,84.047,True
2021,Abu Dhabi Grand Prix,55,SAI,sainz,Ferrari,5.0,83.624,83.174,82.992,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,426,False,82.992,85.886,84.844,84.595,True
2021,Abu Dhabi Grand Prix,77,BOT,bottas,Mercedes,6.0,83.117,83.246,83.036,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,427,False,83.036,85.205,84.083,84.025,True
2021,Abu Dhabi Grand Prix,16,LEC,leclerc,Ferrari,7.0,83.467,83.202,83.122,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,428,False,83.122,85.846,84.557,84.758,True
2021,Abu Dhabi Grand Prix,22,TSU,tsunoda,AlphaTauri,8.0,83.428,83.404,83.22,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,429,False,83.22,86.169,89.641,85.06,True
2021,Abu Dhabi Grand Prix,31,OCO,ocon,Alpine,9.0,83.764,83.42,83.389,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,430,False,83.389,86.025,84.034,84.834,True
2021,Abu Dhabi Grand Prix,3,RIC,ricciardo,McLaren,10.0,83.829,83.448,83.409,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,431,False,83.409,86.676,84.812,84.733,True
2021,Abu Dhabi Grand Prix,14,ALO,alonso,Alpine,11.0,83.846,83.46,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,432,False,83.46,85.625,84.225,85.094,True
2021,Abu Dhabi Grand Prix,10,GAS,gasly,AlphaTauri,12.0,83.489,84.043,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,433,False,83.489,85.822,84.94,84.251,True
2021,Abu Dhabi Grand Prix,18,STR,stroll,Aston Martin,13.0,84.061,84.066,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,434,False,84.061,86.608,85.385,85.362,True
2021,Abu Dhabi Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,14.0,84.118,84.251,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,435,False,84.118,86.409,85.108,85.048,True
2021,Abu Dhabi Grand Prix,5,VET,vettel,Aston Martin,15.0,84.225,84.305,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,436,False,84.225,86.007,85.195,85.115,True
2021,Abu Dhabi Grand Prix,6,LAT,latifi,Williams,16.0,84.338,,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,437,False,84.338,87.487,85.687,85.322,True
2021,Abu Dhabi Grand Prix,63,RUS,russell,Williams,17.0,84.423,,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,438,False,84.423,,85.549,85.22,True
2021,Abu Dhabi Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,18.0,84.779,,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,439,False,84.779,86.189,85.44,85.037,True
2021,Abu Dhabi Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,19.0,84.906,,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,440,False,84.906,87.698,85.784,85.34,True
2021,Abu Dhabi Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,85.685,,,,2021-22,2021,22,Abu Dhabi Grand Prix,70,Yas Marina Circuit,Abu Dhabi,Yas Island,conventional,441,False,85.685,88.305,86.336,86.332,True
2022,Bahrain Grand Prix,16,LEC,leclerc,Ferrari,1.0,91.471,90.932,90.558,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,442,False,90.558,94.557,92.023,92.64,True
2022,Bahrain Grand Prix,1,VER,max_verstappen,Red Bull Racing,2.0,91.785,90.757,90.681,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,443,False,90.681,94.742,91.936,92.544,True
2022,Bahrain Grand Prix,55,SAI,sainz,Ferrari,3.0,91.567,90.787,90.687,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,444,False,90.687,94.611,92.52,93.053,True
2022,Bahrain Grand Prix,11,PER,perez,Red Bull Racing,4.0,92.311,91.008,90.921,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,445,False,90.921,95.05,92.958,92.791,True
2022,Bahrain Grand Prix,44,HAM,hamilton,Mercedes,5.0,92.285,91.048,91.238,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,446,False,91.048,94.943,93.144,93.121,True
2022,Bahrain Grand Prix,77,BOT,bottas,Alfa Romeo,6.0,91.919,91.717,91.56,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,447,False,91.56,,92.951,93.733,True
2022,Bahrain Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,7.0,91.955,91.461,91.808,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,448,False,91.461,96.804,93.183,93.437,True
2022,Bahrain Grand Prix,14,ALO,alonso,Alpine,8.0,92.346,91.621,92.195,,2022-01,2022,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,449,False,91.621,95.0,92.877,94.628,True
