Year,Circuit,DriverNumber,Driver,DriverId,Team,Position,Q1,Q2,Q3,Status,event_id,year,round,name,circuit_id,circuit,country,location,format,source_row,duplicate,QualiTime,FP1_Time,FP2_Time,FP3_Time,predictable
2021,Bahrain Grand Prix,33,VER,max_verstappen,Red Bull Racing,1.0,90.499,90.318,88.997,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,2,False,88.997,91.394,90.847,90.577,True
2021,Bahrain Grand Prix,44,HAM,hamilton,Mercedes,2.0,90.617,90.085,89.385,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,3,False,89.385,91.921,91.082,91.316,True
2021,Bahrain Grand Prix,77,BOT,bottas,Mercedes,3.0,91.2,90.186,89.586,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,4,False,89.586,91.692,91.218,91.855,True
2021,Bahrain Grand Prix,16,LEC,leclerc,Ferrari,4.0,90.691,90.01,89.678,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,5,False,89.678,91.993,91.612,92.482,True
2021,Bahrain Grand Prix,10,GAS,gasly,AlphaTauri,5.0,90.848,90.513,89.809,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,6,False,89.809,92.195,91.483,91.583,True
2021,Bahrain Grand Prix,3,RIC,ricciardo,McLaren,6.0,90.795,90.222,89.927,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,7,False,89.927,92.434,91.23,92.477,True
2021,Bahrain Grand Prix,4,NOR,norris,McLaren,7.0,90.902,90.099,89.974,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,8,False,89.974,91.897,90.942,92.86,True
2021,Bahrain Grand Prix,55,SAI,sainz,Ferrari,8.0,91.653,90.009,90.215,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,9,False,90.009,92.366,91.127,92.108,True
2021,Bahrain Grand Prix,14,ALO,alonso,Alpine,9.0,90.863,90.595,90.249,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,10,False,90.249,93.872,91.77,92.82,True
2021,Bahrain Grand Prix,18,STR,stroll,Aston Martin,10.0,91.261,90.624,90.601,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,11,False,90.601,93.233,91.393,92.431,True
2021,Bahrain Grand Prix,11,PER,perez,Red Bull Racing,11.0,91.165,90.659,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,12,False,90.659,92.071,91.503,91.908,True
2021,Bahrain Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,12.0,90.998,90.708,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,13,False,90.708,92.786,91.74,92.5,True
2021,Bahrain Grand Prix,22,TSU,tsunoda,AlphaTauri,13.0,90.607,91.203,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,14,False,90.607,93.329,91.294,92.677,True
2021,Bahrain Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,14.0,91.547,91.238,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,15,False,91.238,93.134,91.862,92.224,True
2021,Bahrain Grand Prix,63,RUS,russell,Williams,15.0,91.316,93.43,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,16,False,91.316,94.127,92.331,93.323,True
2021,Bahrain Grand Prix,31,OCO,ocon,Alpine,16.0,91.724,,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,17,False,91.724,93.528,91.601,92.423,True
2021,Bahrain Grand Prix,6,LAT,latifi,Williams,17.0,91.936,,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,18,False,91.936,94.34,93.4,93.959,True
2021,Bahrain Grand Prix,5,VET,vettel,Aston Martin,18.0,92.056,,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,19,False,92.056,93.157,91.769,92.755,True
2021,Bahrain Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,19.0,92.449,,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,20,False,92.449,94.501,93.297,93.422,True
2021,Bahrain Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,93.273,,,,2021-01,2021,1,Bahrain Grand Prix,63,Sakhir,Bahrain,Sakhir,conventional,21,False,93.273,94.975,93.449,93.622,True
2021,Emilia Romagna Grand Prix,44,HAM,hamilton,Mercedes,1.0,74.823,74.817,74.411,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,22,False,74.411,76.605,75.561,75.515,True
2021,Emilia Romagna Grand Prix,11,PER,perez,Red Bull Racing,2.0,75.395,74.716,74.446,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,23,False,74.446,78.228,76.411,75.551,True
2021,Emilia Romagna Grand Prix,33,VER,max_verstappen,Red Bull Racing,3.0,75.109,74.884,74.498,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,24,False,74.498,76.622,76.999,74.958,True
2021,Emilia Romagna Grand Prix,16,LEC,leclerc,Ferrari,4.0,75.413,74.808,74.74,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,25,False,74.74,76.796,75.367,75.738,True
2021,Emilia Romagna Grand Prix,10,GAS,gasly,AlphaTauri,5.0,75.548,74.927,74.79,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,26,False,74.79,76.888,75.629,75.89,True
2021,Emilia Romagna Grand Prix,3,RIC,ricciardo,McLaren,6.0,75.669,75.033,74.826,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,27,False,74.826,77.769,76.782,76.253,True
2021,Emilia Romagna Grand Prix,4,NOR,norris,McLaren,7.0,75.009,74.718,74.875,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,28,False,74.718,77.935,76.485,75.414,True
2021,Emilia Romagna Grand Prix,77,BOT,bottas,Mercedes,8.0,74.672,74.905,74.898,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,29,False,74.672,76.564,75.551,75.908,True
2021,Emilia Romagna Grand Prix,31,OCO,ocon,Alpine,9.0,75.385,75.117,75.21,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,30,False,75.117,78.36,76.817,76.228,True
2021,Emilia Romagna Grand Prix,18,STR,stroll,Aston Martin,10.0,75.522,75.138,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,31,False,75.138,77.489,76.737,76.245,True
2021,Emilia Romagna Grand Prix,55,SAI,sainz,Ferrari,11.0,75.406,75.199,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,32,False,75.199,76.888,75.834,75.908,True
2021,Emilia Romagna Grand Prix,63,RUS,russell,Williams,12.0,75.826,75.261,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,33,False,75.261,77.866,77.179,76.427,True
2021,Emilia Romagna Grand Prix,5,VET,vettel,Aston Martin,13.0,75.459,75.394,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,34,False,75.394,77.984,77.092,76.389,True
2021,Emilia Romagna Grand Prix,6,LAT,latifi,Williams,14.0,75.653,75.593,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,35,False,75.593,77.739,76.823,76.537,True
2021,Emilia Romagna Grand Prix,14,ALO,alonso,Alpine,15.0,75.832,75.593,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,36,False,75.593,77.457,76.835,76.186,True
2021,Emilia Romagna Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,16.0,75.974,,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,37,False,75.974,77.883,77.273,76.775,True
2021,Emilia Romagna Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,17.0,76.122,,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,38,False,76.122,78.058,76.513,76.612,True
2021,Emilia Romagna Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,18.0,76.279,,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,39,False,76.279,79.48,77.35,76.448,True
2021,Emilia Romagna Grand Prix,9,MAZ,mazepin,Haas F1 Team,19.0,76.797,,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,40,False,76.797,78.823,77.857,76.793,True
2021,Emilia Romagna Grand Prix,22,TSU,tsunoda,AlphaTauri,20.0,,,,,2021-02,2021,2,Emilia Romagna Grand Prix,6,Imola,Italy,Imola,conventional,41,False,,79.781,76.419,76.23,True
2021,Portuguese Grand Prix,77,BOT,bottas,Mercedes,1.0,78.722,78.458,78.348,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,42,False,78.348,79.648,80.181,78.82,True
2021,Portuguese Grand Prix,44,HAM,hamilton,Mercedes,2.0,78.857,77.968,78.355,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,43,False,77.968,79.967,79.837,78.725,True
2021,Portuguese Grand Prix,33,VER,max_verstappen,Red Bull Racing,3.0,79.485,78.65,78.746,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,44,False,78.65,79.673,79.98,78.489,True
2021,Portuguese Grand Prix,11,PER,perez,Red Bull Racing,4.0,79.337,78.845,78.89,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,45,False,78.845,79.846,80.516,78.84,True
2021,Portuguese Grand Prix,55,SAI,sainz,Ferrari,5.0,79.309,78.813,79.039,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,46,False,78.813,80.68,80.197,79.05,True
2021,Portuguese Grand Prix,31,OCO,ocon,Alpine,6.0,79.092,78.586,79.042,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,47,False,78.586,80.8,80.235,78.86,True
2021,Portuguese Grand Prix,4,NOR,norris,McLaren,7.0,78.794,78.481,79.116,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,48,False,78.481,80.635,80.757,79.272,True
2021,Portuguese Grand Prix,16,LEC,leclerc,Ferrari,8.0,79.373,78.769,79.306,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,49,False,78.769,79.884,80.36,79.001,True
2021,Portuguese Grand Prix,10,GAS,gasly,AlphaTauri,9.0,79.464,79.052,79.475,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,50,False,79.052,80.444,80.558,79.374,True
2021,Portuguese Grand Prix,5,VET,vettel,Aston Martin,10.0,79.403,78.97,79.659,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,51,False,78.97,81.405,81.074,80.129,True
2021,Portuguese Grand Prix,63,RUS,russell,Williams,11.0,79.797,79.109,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,52,False,79.109,80.529,80.976,80.127,True
2021,Portuguese Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,12.0,79.41,79.216,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,53,False,79.216,,81.238,79.588,True
2021,Portuguese Grand Prix,14,ALO,alonso,Alpine,13.0,79.728,79.456,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,54,False,79.456,81.303,80.22,78.735,True
2021,Portuguese Grand Prix,22,TSU,tsunoda,AlphaTauri,14.0,79.684,79.463,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,55,False,79.463,81.09,81.053,79.485,True
2021,Portuguese Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,15.0,79.748,79.812,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,56,False,79.748,81.381,81.225,79.415,True
2021,Portuguese Grand Prix,3,RIC,ricciardo,McLaren,16.0,79.839,,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,57,False,79.839,80.995,80.418,79.582,True
2021,Portuguese Grand Prix,18,STR,stroll,Aston Martin,17.0,79.913,,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,58,False,79.913,80.894,80.427,80.007,True
2021,Portuguese Grand Prix,6,LAT,latifi,Williams,18.0,80.285,,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,59,False,80.285,82.293,81.855,80.681,True
2021,Portuguese Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,19.0,80.452,,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,60,False,80.452,81.939,81.232,80.033,True
2021,Portuguese Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,80.912,,,,2021-03,2021,3,Portuguese Grand Prix,147,Algarve International Circuit,Portugal,Portimão,conventional,61,False,80.912,83.52,82.638,80.64,True
2021,Spanish Grand Prix,44,HAM,hamilton,Mercedes,1.0,78.245,77.166,76.741,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,62,False,76.741,78.627,78.17,78.07,True
2021,Spanish Grand Prix,33,VER,max_verstappen,Red Bull Racing,2.0,78.09,76.922,76.777,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,63,False,76.777,78.537,78.785,77.835,True
2021,Spanish Grand Prix,77,BOT,bottas,Mercedes,3.0,78.005,77.142,76.873,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,64,False,76.873,78.504,78.309,78.423,True
2021,Spanish Grand Prix,16,LEC,leclerc,Ferrari,4.0,78.041,77.717,77.51,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,65,False,77.51,78.996,78.335,78.308,True
2021,Spanish Grand Prix,31,OCO,ocon,Alpine,5.0,78.281,77.743,77.58,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,66,False,77.58,79.681,78.466,78.7,True
2021,Spanish Grand Prix,55,SAI,sainz,Ferrari,6.0,78.205,77.656,77.62,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,67,False,77.62,79.02,78.674,78.41,True
2021,Spanish Grand Prix,3,RIC,ricciardo,McLaren,7.0,78.264,77.719,77.622,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,68,False,77.622,79.732,79.195,78.582,True
2021,Spanish Grand Prix,11,PER,perez,Red Bull Racing,8.0,78.203,77.669,77.701,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,69,False,77.669,79.349,78.918,78.606,True
2021,Spanish Grand Prix,4,NOR,norris,McLaren,9.0,77.821,77.696,78.01,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,70,False,77.696,78.944,79.092,78.494,True
2021,Spanish Grand Prix,14,ALO,alonso,Alpine,10.0,78.281,77.966,78.147,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,71,False,77.966,79.95,78.518,78.662,True
2021,Spanish Grand Prix,18,STR,stroll,Aston Martin,11.0,78.241,77.974,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,72,False,77.974,79.429,79.134,78.877,True
2021,Spanish Grand Prix,10,GAS,gasly,AlphaTauri,12.0,78.19,77.982,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,73,False,77.982,79.062,78.593,78.535,True
2021,Spanish Grand Prix,5,VET,vettel,Aston Martin,13.0,78.289,78.079,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,74,False,78.079,79.234,78.947,79.363,True
2021,Spanish Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,14.0,78.549,78.356,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,75,False,78.356,79.694,79.122,79.214,True
2021,Spanish Grand Prix,63,RUS,russell,Williams,15.0,78.445,79.154,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,76,False,78.445,,79.957,79.005,True
2021,Spanish Grand Prix,22,TSU,tsunoda,AlphaTauri,16.0,78.556,,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,77,False,78.556,79.669,78.619,78.673,True
2021,Spanish Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,17.0,78.917,,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,78,False,78.917,,79.213,78.597,True
2021,Spanish Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,18.0,79.117,,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,79,False,79.117,80.766,80.326,79.999,True
2021,Spanish Grand Prix,6,LAT,latifi,Williams,19.0,79.219,,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,80,False,79.219,80.27,80.046,79.392,True
2021,Spanish Grand Prix,9,MAZ,mazepin,Haas F1 Team,20.0,79.807,,,,2021-04,2021,4,Spanish Grand Prix,15,Catalunya,Spain,Barcelona,conventional,81,False,79.807,81.976,80.753,80.237,True
2021,Monaco Grand Prix,16,LEC,leclerc,Ferrari,1.0,71.113,70.597,70.346,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,82,False,70.346,79.618,71.684,71.552,True
2021,Monaco Grand Prix,33,VER,max_verstappen,Red Bull Racing,2.0,71.124,70.65,70.576,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,83,False,70.576,72.648,72.081,71.294,True
2021,Monaco Grand Prix,77,BOT,bottas,Mercedes,3.0,70.938,70.695,70.601,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,84,False,70.601,73.131,72.107,71.765,True
2021,Monaco Grand Prix,55,SAI,sainz,Ferrari,4.0,71.324,70.806,70.611,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,85,False,70.611,72.606,71.796,71.341,True
2021,Monaco Grand Prix,4,NOR,norris,McLaren,5.0,71.321,71.031,70.62,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,86,False,70.62,73.236,72.379,71.988,True
2021,Monaco Grand Prix,10,GAS,gasly,AlphaTauri,6.0,71.56,71.179,70.9,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,87,False,70.9,72.929,72.498,72.357,True
2021,Monaco Grand Prix,44,HAM,hamilton,Mercedes,7.0,71.622,71.116,71.095,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,88,False,71.095,72.995,72.074,72.02,True
2021,Monaco Grand Prix,5,VET,vettel,Aston Martin,8.0,72.078,71.309,71.419,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,89,False,71.309,73.732,72.982,72.537,True
2021,Monaco Grand Prix,11,PER,perez,Red Bull Racing,9.0,71.644,71.019,71.573,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,90,False,71.019,72.487,72.708,71.817,True
2021,Monaco Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,10.0,71.658,71.409,71.779,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,91,False,71.409,74.106,72.746,72.539,True
2021,Monaco Grand Prix,31,OCO,ocon,Alpine,11.0,71.74,71.486,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,92,False,71.486,74.32,73.199,73.614,True
2021,Monaco Grand Prix,3,RIC,ricciardo,McLaren,12.0,71.747,71.598,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,93,False,71.598,74.281,73.257,72.959,True
2021,Monaco Grand Prix,18,STR,stroll,Aston Martin,13.0,71.979,71.6,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,94,False,71.6,74.09,73.195,72.7,True
2021,Monaco Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,14.0,71.899,71.642,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,95,False,71.642,74.081,73.065,72.298,True
2021,Monaco Grand Prix,63,RUS,russell,Williams,15.0,72.016,71.83,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,96,False,71.83,74.84,73.509,73.447,True
2021,Monaco Grand Prix,22,TSU,tsunoda,AlphaTauri,16.0,72.096,,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,97,False,72.096,73.746,74.829,73.522,True
2021,Monaco Grand Prix,14,ALO,alonso,Alpine,17.0,72.205,,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,98,False,72.205,74.205,73.175,73.329,True
2021,Monaco Grand Prix,6,LAT,latifi,Williams,18.0,72.366,,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,99,False,72.366,74.268,73.593,73.475,True
2021,Monaco Grand Prix,9,MAZ,mazepin,Haas F1 Team,19.0,72.958,,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,100,False,72.958,74.616,74.407,73.39,True
2021,Monaco Grand Prix,47,MSC,,Haas F1 Team,,,,,,2021-05,2021,5,Monaco Grand Prix,22,Monte Carlo,Monaco,Monte Carlo,conventional,101,False,,74.801,74.416,73.139,True
2021,Azerbaijan Grand Prix,16,LEC,leclerc,Ferrari,1.0,102.241,101.659,101.218,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,102,False,101.218,103.227,102.436,102.778,True
2021,Azerbaijan Grand Prix,44,HAM,hamilton,Mercedes,2.0,101.545,101.634,101.45,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,103,False,101.45,103.893,103.156,102.697,True
2021,Azerbaijan Grand Prix,33,VER,max_verstappen,Red Bull Racing,3.0,101.76,101.625,101.563,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,104,False,101.563,103.184,102.216,103.984,True
2021,Azerbaijan Grand Prix,10,GAS,gasly,AlphaTauri,4.0,102.288,101.932,101.565,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,105,False,101.565,103.757,102.534,102.251,True
2021,Azerbaijan Grand Prix,55,SAI,sainz,Ferrari,5.0,102.121,101.74,101.576,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,106,False,101.576,103.521,102.243,103.006,True
2021,Azerbaijan Grand Prix,4,NOR,norris,McLaren,6.0,102.167,101.813,101.747,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,107,False,101.747,103.996,103.018,103.011,True
2021,Azerbaijan Grand Prix,11,PER,perez,Red Bull Racing,7.0,101.968,101.63,101.917,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,108,False,101.63,103.63,102.115,102.595,True
2021,Azerbaijan Grand Prix,22,TSU,tsunoda,AlphaTauri,8.0,102.521,101.654,102.211,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,109,False,101.654,105.384,103.13,103.244,True
2021,Azerbaijan Grand Prix,14,ALO,alonso,Alpine,9.0,102.934,102.195,102.327,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,110,False,102.195,104.777,102.693,103.08,True
2021,Azerbaijan Grand Prix,77,BOT,bottas,Mercedes,10.0,102.701,102.106,102.659,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,111,False,102.106,104.891,104.184,103.745,True
2021,Azerbaijan Grand Prix,5,VET,vettel,Aston Martin,11.0,102.46,102.224,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,112,False,102.224,105.415,103.881,103.585,True
2021,Azerbaijan Grand Prix,31,OCO,ocon,Alpine,12.0,102.426,102.273,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,113,False,102.273,105.446,103.02,103.294,True
2021,Azerbaijan Grand Prix,3,RIC,ricciardo,McLaren,13.0,102.304,102.558,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,114,False,102.304,103.732,103.298,103.557,True
2021,Azerbaijan Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,14.0,102.923,102.587,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,115,False,102.587,104.943,103.22,103.826,True
2021,Azerbaijan Grand Prix,63,RUS,russell,Williams,15.0,102.728,102.758,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,116,False,102.728,105.452,104.557,104.434,True
2021,Azerbaijan Grand Prix,6,LAT,latifi,Williams,16.0,103.128,,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,117,False,103.128,105.774,106.983,104.054,True
2021,Azerbaijan Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,17.0,104.158,,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,118,False,104.158,106.899,106.095,105.282,True
2021,Azerbaijan Grand Prix,9,MAZ,mazepin,Haas F1 Team,18.0,104.238,,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,119,False,104.238,106.945,105.563,105.711,True
2021,Azerbaijan Grand Prix,18,STR,stroll,Aston Martin,19.0,,,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,120,False,,105.234,103.812,103.682,True
2021,Azerbaijan Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,20.0,,,,,2021-06,2021,6,Azerbaijan Grand Prix,144,Baku,Azerbaijan,Baku,conventional,121,False,,105.092,102.941,104.113,True
