Year,Circuit,DriverNumber,Driver,DriverId,Team,Position,Q1,Q2,Q3,Status
2023,São Paulo Grand Prix,2,SAR,sargeant,Williams,19.0,71.035,,,
2023,São Paulo Grand Prix,24,ZHO,zhou,Alfa Romeo,20.0,71.275,,,
2023,Las Vegas Grand Prix,16,LEC,leclerc,Ferrari,1.0,93.617,92.775,92.726,
2023,Las Vegas Grand Prix,55,SAI,sainz,Ferrari,2.0,93.851,93.338,92.77,
2023,Las Vegas Grand Prix,1,VER,max_verstappen,Red Bull Racing,3.0,94.19,93.572,93.104,
2023,Las Vegas Grand Prix,63,RUS,russell,Mercedes,4.0,94.137,93.351,93.112,
2023,Las Vegas Grand Prix,10,GAS,gasly,Alpine,5.0,94.272,93.494,93.239,
2023,Las Vegas Grand Prix,23,ALB,albon,Williams,6.0,94.634,93.588,93.323,
2023,Las Vegas Grand Prix,2,SAR,sargeant,Williams,7.0,94.525,93.733,93.513,
2023,Las Vegas Grand Prix,77,BOT,bottas,Alfa Romeo,8.0,94.305,93.809,93.525,
2023,Las Vegas Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,9.0,94.337,93.664,93.537,
2023,Las Vegas Grand Prix,14,ALO,alonso,Aston Martin,10.0,94.422,93.617,93.555,
2023,Las Vegas Grand Prix,44,HAM,hamilton,Mercedes,11.0,94.307,93.837,,
2023,Las Vegas Grand Prix,11,PER,perez,Red Bull Racing,12.0,94.574,93.855,,
2023,Las Vegas Grand Prix,27,HUL,hulkenberg,Haas F1 Team,13.0,94.265,93.979,,
2023,Las Vegas Grand Prix,18,STR,stroll,Aston Martin,14.0,94.504,94.199,,
2023,Las Vegas Grand Prix,3,RIC,ricciardo,AlphaTauri,15.0,94.683,94.308,,
2023,Las Vegas Grand Prix,4,NOR,norris,McLaren,16.0,94.703,,,
2023,Las Vegas Grand Prix,31,OCO,ocon,Alpine,17.0,94.834,,,
2023,Las Vegas Grand Prix,24,ZHO,zhou,Alfa Romeo,18.0,94.849,,,
2023,Las Vegas Grand Prix,81,PIA,piastri,McLaren,19.0,94.85,,,
2023,Las Vegas Grand Prix,22,TSU,tsunoda,AlphaTauri,20.0,96.447,,,
2023,Abu Dhabi Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,84.16,83.74,83.445,
2023,Abu Dhabi Grand Prix,16,LEC,leclerc,Ferrari,2.0,84.459,83.969,83.584,
2023,Abu Dhabi Grand Prix,81,PIA,piastri,McLaren,3.0,84.487,84.278,83.782,
2023,Abu Dhabi Grand Prix,63,RUS,russell,Mercedes,4.0,84.337,84.013,83.788,
2023,Abu Dhabi Grand Prix,4,NOR,norris,McLaren,5.0,84.368,83.92,83.816,
2023,Abu Dhabi Grand Prix,22,TSU,tsunoda,AlphaTauri,6.0,84.286,84.207,83.968,
2023,Abu Dhabi Grand Prix,14,ALO,alonso,Aston Martin,7.0,84.501,84.131,84.084,
2023,Abu Dhabi Grand Prix,27,HUL,hulkenberg,Haas F1 Team,8.0,84.425,84.213,84.108,
2023,Abu Dhabi Grand Prix,11,PER,perez,Red Bull Racing,9.0,84.209,84.116,84.171,
2023,Abu Dhabi Grand Prix,10,GAS,gasly,Alpine,10.0,84.6,84.078,84.548,
2023,Abu Dhabi Grand Prix,44,HAM,hamilton,Mercedes,11.0,84.437,84.359,,
2023,Abu Dhabi Grand Prix,31,OCO,ocon,Alpine,12.0,84.565,84.391,,
2023,Abu Dhabi Grand Prix,18,STR,stroll,Aston Martin,13.0,84.405,84.422,,
2023,Abu Dhabi Grand Prix,23,ALB,albon,Williams,14.0,84.298,84.439,,
2023,Abu Dhabi Grand Prix,3,RIC,ricciardo,AlphaTauri,15.0,84.461,84.442,,
2023,Abu Dhabi Grand Prix,55,SAI,sainz,Ferrari,16.0,84.738,,,
2023,Abu Dhabi Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,17.0,84.764,,,
2023,Abu Dhabi Grand Prix,77,BOT,bottas,Alfa Romeo,18.0,84.788,,,
2023,Abu Dhabi Grand Prix,24,ZHO,zhou,Alfa Romeo,19.0,85.159,,,
2023,Abu Dhabi Grand Prix,2,SAR,sargeant,Williams,20.0,,,,
