Year,Circuit,DriverNumber,Driver,DriverId,Team,Position,Q1,Q2,Q3,Status
2023,Miami Grand Prix,24,ZHO,zhou,Alfa Romeo,14.0,88.18,88.091,,
2023,Miami Grand Prix,21,DEV,de_vries,AlphaTauri,15.0,88.325,88.395,,
2023,Miami Grand Prix,4,NOR,norris,McLaren,16.0,88.394,,,
2023,Miami Grand Prix,22,TSU,tsunoda,AlphaTauri,17.0,88.429,,,
2023,Miami Grand Prix,18,STR,stroll,Aston Martin,18.0,88.476,,,
2023,Miami Grand Prix,81,PIA,piastri,McLaren,19.0,88.484,,,
2023,Miami Grand Prix,2,SAR,sargeant,Williams,20.0,88.577,,,
2023,Monaco Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,72.386,71.908,71.365,
2023,Monaco Grand Prix,14,ALO,alonso,Aston Martin,2.0,72.886,72.107,71.449,
2023,Monaco Grand Prix,16,LEC,leclerc,Ferrari,3.0,72.912,72.103,71.471,
2023,Monaco Grand Prix,31,OCO,ocon,Alpine,4.0,72.967,72.248,71.553,
2023,Monaco Grand Prix,55,SAI,sainz,Ferrari,5.0,72.717,72.21,71.63,
2023,Monaco Grand Prix,44,HAM,hamilton,Mercedes,6.0,72.872,72.156,71.725,
2023,Monaco Grand Prix,10,GAS,gasly,Alpine,7.0,73.033,72.169,71.933,
2023,Monaco Grand Prix,63,RUS,russell,Mercedes,8.0,72.769,72.151,71.964,
2023,Monaco Grand Prix,22,TSU,tsunoda,AlphaTauri,9.0,72.642,72.249,72.082,
2023,Monaco Grand Prix,4,NOR,norris,McLaren,10.0,72.877,72.377,72.254,
2023,Monaco Grand Prix,81,PIA,piastri,McLaren,11.0,73.006,72.395,,
2023,Monaco Grand Prix,21,DEV,de_vries,AlphaTauri,12.0,73.054,72.428,,
2023,Monaco Grand Prix,23,ALB,albon,Williams,13.0,72.706,72.527,,
2023,Monaco Grand Prix,18,STR,stroll,Aston Martin,14.0,72.722,72.623,,
2023,Monaco Grand Prix,77,BOT,bottas,Alfa Romeo,15.0,73.038,72.625,,
2023,Monaco Grand Prix,2,SAR,sargeant,Williams,16.0,73.113,,,
2023,Monaco Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,17.0,73.27,,,
2023,Monaco Grand Prix,27,HUL,hulkenberg,Haas F1 Team,18.0,73.279,,,
2023,Monaco Grand Prix,24,ZHO,zhou,Alfa Romeo,19.0,73.523,,,
2023,Monaco Grand Prix,11,PER,perez,Red Bull Racing,20.0,73.85,,,
2023,Spanish Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,73.615,72.76,72.272,
2023,Spanish Grand Prix,55,SAI,sainz,Ferrari,2.0,73.411,72.79,72.734,
2023,Spanish Grand Prix,4,NOR,norris,McLaren,3.0,73.295,72.776,72.792,
2023,Spanish Grand Prix,10,GAS,gasly,Alpine,4.0,73.471,73.186,72.816,
2023,Spanish Grand Prix,44,HAM,hamilton,Mercedes,5.0,72.937,72.999,72.818,
2023,Spanish Grand Prix,18,STR,stroll,Aston Martin,6.0,73.766,73.082,72.994,
2023,Spanish Grand Prix,31,OCO,ocon,Alpine,7.0,73.433,73.001,73.083,
2023,Spanish Grand Prix,27,HUL,hulkenberg,Haas F1 Team,8.0,73.42,73.283,73.229,
2023,Spanish Grand Prix,14,ALO,alonso,Aston Martin,9.0,73.747,73.098,73.507,
2023,Spanish Grand Prix,81,PIA,piastri,McLaren,10.0,73.691,73.059,73.682,
2023,Spanish Grand Prix,11,PER,perez,Red Bull Racing,11.0,73.874,73.334,,
2023,Spanish Grand Prix,63,RUS,russell,Mercedes,12.0,73.326,73.447,,
2023,Spanish Grand Prix,24,ZHO,zhou,Alfa Romeo,13.0,73.677,73.521,,
2023,Spanish Grand Prix,21,DEV,de_vries,AlphaTauri,14.0,73.581,74.083,,
2023,Spanish Grand Prix,22,TSU,tsunoda,AlphaTauri,15.0,73.862,74.477,,
2023,Spanish Grand Prix,77,BOT,bottas,Alfa Romeo,16.0,73.977,,,
2023,Spanish Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,17.0,74.042,,,
2023,Spanish Grand Prix,23,ALB,albon,Williams,18.0,74.063,,,
2023,Spanish Grand Prix,16,LEC,leclerc,Ferrari,19.0,74.079,,,
2023,Spanish Grand Prix,2,SAR,sargeant,Williams,20.0,74.699,,,
2023,Canadian Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,80.851,79.092,85.858,
2023,Canadian Grand Prix,27,HUL,hulkenberg,Haas F1 Team,2.0,82.73,80.305,87.102,
2023,Canadian Grand Prix,14,ALO,alonso,Aston Martin,3.0,81.481,79.776,87.286,
2023,Canadian Grand Prix,44,HAM,hamilton,Mercedes,4.0,81.554,80.426,87.627,
2023,Canadian Grand Prix,63,RUS,russell,Mercedes,5.0,81.798,80.098,87.893,
2023,Canadian Grand Prix,31,OCO,ocon,Alpine,6.0,82.114,80.406,87.945,
2023,Canadian Grand Prix,4,NOR,norris,McLaren,7.0,81.998,79.347,88.046,
2023,Canadian Grand Prix,55,SAI,sainz,Ferrari,8.0,82.248,79.856,89.294,
2023,Canadian Grand Prix,81,PIA,piastri,McLaren,9.0,82.19,79.659,91.349,
2023,Canadian Grand Prix,23,ALB,albon,Williams,10.0,81.938,78.725,,
2023,Canadian Grand Prix,16,LEC,leclerc,Ferrari,11.0,81.843,80.615,,
2023,Canadian Grand Prix,11,PER,perez,Red Bull Racing,12.0,82.151,80.959,,
2023,Canadian Grand Prix,18,STR,stroll,Aston Martin,13.0,82.677,81.484,,
2023,Canadian Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,14.0,82.351,81.678,,
2023,Canadian Grand Prix,77,BOT,bottas,Alfa Romeo,15.0,82.332,81.821,,
2023,Canadian Grand Prix,22,TSU,tsunoda,AlphaTauri,16.0,82.746,,,
2023,Canadian Grand Prix,10,GAS,gasly,Alpine,17.0,82.886,,,
2023,Canadian Grand Prix,21,DEV,de_vries,AlphaTauri,18.0,83.137,,,
2023,Canadian Grand Prix,2,SAR,sargeant,Williams,19.0,83.337,,,
2023,Canadian Grand Prix,24,ZHO,zhou,Alfa Romeo,20.0,83.342,,,
2023,Austrian Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,65.116,64.951,64.391,
2023,Austrian Grand Prix,16,LEC,leclerc,Ferrari,2.0,65.577,65.087,64.439,
2023,Austrian Grand Prix,55,SAI,sainz,Ferrari,3.0,65.339,64.975,64.581,
2023,Austrian Grand Prix,4,NOR,norris,McLaren,4.0,65.617,65.038,64.658,
2023,Austrian Grand Prix,44,HAM,hamilton,Mercedes,5.0,65.673,65.188,64.819,
2023,Austrian Grand Prix,18,STR,stroll,Aston Martin,6.0,65.71,65.121,64.893,
2023,Austrian Grand Prix,14,ALO,alonso,Aston Martin,7.0,65.655,65.181,64.911,
2023,Austrian Grand Prix,27,HUL,hulkenberg,Haas F1 Team,8.0,65.74,65.362,65.09,
2023,Austrian Grand Prix,10,GAS,gasly,Alpine,9.0,65.515,65.308,65.17,
2023,Austrian Grand Prix,23,ALB,albon,Williams,10.0,65.673,65.387,65.823,
2023,Austrian Grand Prix,63,RUS,russell,Mercedes,11.0,65.686,65.428,,
2023,Austrian Grand Prix,31,OCO,ocon,Alpine,12.0,65.729,65.453,,
2023,Austrian Grand Prix,81,PIA,piastri,McLaren,13.0,65.683,65.605,,
2023,Austrian Grand Prix,77,BOT,bottas,Alfa Romeo,14.0,65.763,65.68,,
2023,Austrian Grand Prix,11,PER,perez,Red Bull Racing,15.0,65.177,126.688,,
2023,Austrian Grand Prix,22,TSU,tsunoda,AlphaTauri,16.0,65.784,,,
2023,Austrian Grand Prix,24,ZHO,zhou,Alfa Romeo,17.0,65.818,,,
2023,Austrian Grand Prix,2,SAR,sargeant,Williams,18.0,65.948,,,
2023,Austrian Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,19.0,65.971,,,
2023,Austrian Grand Prix,21,DEV,de_vries,AlphaTauri,20.0,65.974,,,
2023,British Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,89.428,87.702,86.72,
2023,British Grand Prix,4,NOR,norris,McLaren,2.0,88.917,88.042,86.961,
2023,British Grand Prix,81,PIA,piastri,McLaren,3.0,89.874,87.845,87.092,
2023,British Grand Prix,16,LEC,leclerc,Ferrari,4.0,89.143,88.361,87.136,
2023,British Grand Prix,55,SAI,sainz,Ferrari,5.0,89.865,88.265,87.148,
2023,British Grand Prix,63,RUS,russell,Mercedes,6.0,89.412,88.782,87.155,
2023,British Grand Prix,44,HAM,hamilton,Mercedes,7.0,89.415,88.545,87.211,
2023,British Grand Prix,23,ALB,albon,Williams,8.0,89.466,88.067,87.53,
2023,British Grand Prix,14,ALO,alonso,Aston Martin,9.0,89.949,88.368,87.659,
2023,British Grand Prix,10,GAS,gasly,Alpine,10.0,89.533,88.751,87.689,
2023,British Grand Prix,27,HUL,hulkenberg,Haas F1 Team,11.0,89.603,88.896,,
2023,British Grand Prix,18,STR,stroll,Aston Martin,12.0,89.448,88.935,,
2023,British Grand Prix,31,OCO,ocon,Alpine,13.0,89.7,88.956,,
2023,British Grand Prix,2,SAR,sargeant,Williams,14.0,89.873,89.031,,
2023,British Grand Prix,77,BOT,bottas,Alfa Romeo,15.0,89.798,,,
2023,British Grand Prix,11,PER,perez,Red Bull Racing,15.0,89.968,,,
2023,British Grand Prix,22,TSU,tsunoda,AlphaTauri,16.0,90.025,,,
2023,British Grand Prix,24,ZHO,zhou,Alfa Romeo,17.0,90.123,,,
2023,British Grand Prix,21,DEV,de_vries,AlphaTauri,18.0,90.513,,,
2023,British Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,19.0,92.378,,,
2023,Hungarian Grand Prix,44,HAM,hamilton,Mercedes,1.0,78.577,77.427,76.609,
2023,Hungarian Grand Prix,1,VER,max_verstappen,Red Bull Racing,2.0,78.318,77.547,76.612,
2023,Hungarian Grand Prix,4,NOR,norris,McLaren,3.0,78.697,77.328,76.694,
2023,Hungarian Grand Prix,81,PIA,piastri,McLaren,4.0,78.464,77.571,76.905,
2023,Hungarian Grand Prix,24,ZHO,zhou,Alfa Romeo,5.0,78.143,77.7,76.971,
2023,Hungarian Grand Prix,16,LEC,leclerc,Ferrari,6.0,78.44,77.58,76.992,
2023,Hungarian Grand Prix,77,BOT,bottas,Alfa Romeo,7.0,78.775,77.563,77.034,
2023,Hungarian Grand Prix,14,ALO,alonso,Aston Martin,8.0,78.58,77.701,77.035,
2023,Hungarian Grand Prix,11,PER,perez,Red Bull Racing,9.0,78.36,77.675,77.045,
2023,Hungarian Grand Prix,27,HUL,hulkenberg,Haas F1 Team,10.0,78.695,77.652,77.186,
2023,Hungarian Grand Prix,55,SAI,sainz,Ferrari,11.0,78.393,77.703,,
2023,Hungarian Grand Prix,31,OCO,ocon,Alpine,12.0,78.854,77.841,,
2023,Hungarian Grand Prix,3,RIC,ricciardo,AlphaTauri,13.0,78.906,78.002,,
2023,Hungarian Grand Prix,18,STR,stroll,Aston Martin,14.0,78.782,78.144,,
2023,Hungarian Grand Prix,10,GAS,gasly,Alpine,15.0,78.743,78.217,,
2023,Hungarian Grand Prix,23,ALB,albon,Williams,16.0,78.917,,,
2023,Hungarian Grand Prix,22,TSU,tsunoda,AlphaTauri,17.0,78.919,,,
2023,Hungarian Grand Prix,63,RUS,russell,Mercedes,18.0,79.027,,,
2023,Hungarian Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,19.0,79.206,,,
2023,Hungarian Grand Prix,2,SAR,sargeant,Williams,20.0,79.248,,,
2023,Belgian Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,118.515,112.784,106.168,
2023,Belgian Grand Prix,16,LEC,leclerc,Ferrari,2.0,118.3,112.017,106.988,
2023,Belgian Grand Prix,11,PER,perez,Red Bull Racing,3.0,118.899,112.353,107.045,
2023,Belgian Grand Prix,44,HAM,hamilton,Mercedes,4.0,118.563,112.345,107.087,
2023,Belgian Grand Prix,55,SAI,sainz,Ferrari,5.0,118.688,111.711,107.152,
2023,Belgian Grand Prix,81,PIA,piastri,McLaren,6.0,118.872,111.534,107.365,
2023,Belgian Grand Prix,4,NOR,norris,McLaren,7.0,119.981,112.252,107.669,
2023,Belgian Grand Prix,63,RUS,russell,Mercedes,8.0,119.035,112.605,107.805,
2023,Belgian Grand Prix,14,ALO,alonso,Aston Martin,9.0,118.834,112.751,107.843,
2023,Belgian Grand Prix,18,STR,stroll,Aston Martin,10.0,119.663,112.193,108.841,
2023,Belgian Grand Prix,22,TSU,tsunoda,AlphaTauri,11.0,119.044,113.148,,
2023,Belgian Grand Prix,10,GAS,gasly,Alpine,12.0,119.511,113.671,,
2023,Belgian Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,13.0,120.02,114.16,,
2023,Belgian Grand Prix,77,BOT,bottas,Alfa Romeo,14.0,119.484,114.694,,
2023,Belgian Grand Prix,31,OCO,ocon,Alpine,15.0,119.634,116.372,,
2023,Belgian Grand Prix,23,ALB,albon,Williams,16.0,120.314,,,
2023,Belgian Grand Prix,24,ZHO,zhou,Alfa Romeo,17.0,120.832,,,
2023,Belgian Grand Prix,2,SAR,sargeant,Williams,18.0,121.535,,,
2023,Belgian Grand Prix,3,RIC,ricciardo,AlphaTauri,19.0,122.159,,,
2023,Belgian Grand Prix,27,HUL,hulkenberg,Haas F1 Team,20.0,123.166,,,
2023,Dutch Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,80.965,78.856,70.567,
2023,Dutch Grand Prix,4,NOR,norris,McLaren,2.0,81.276,79.769,71.104,
2023,Dutch Grand Prix,63,RUS,russell,Mercedes,3.0,81.345,79.62,71.294,
2023,Dutch Grand Prix,23,ALB,albon,Williams,4.0,80.939,79.399,71.419,
2023,Dutch Grand Prix,14,ALO,alonso,Aston Martin,5.0,81.84,79.429,71.506,
2023,Dutch Grand Prix,55,SAI,sainz,Ferrari,6.0,81.321,79.929,71.754,
2023,Dutch Grand Prix,11,PER,perez,Red Bull Racing,7.0,81.972,79.856,71.88,
2023,Dutch Grand Prix,81,PIA,piastri,McLaren,8.0,81.231,79.392,71.938,
2023,Dutch Grand Prix,16,LEC,leclerc,Ferrari,9.0,82.019,79.6,72.665,
2023,Dutch Grand Prix,2,SAR,sargeant,Williams,10.0,82.036,80.067,76.748,
2023,Dutch Grand Prix,18,STR,stroll,Aston Martin,11.0,81.57,80.121,,
2023,Dutch Grand Prix,10,GAS,gasly,Alpine,12.0,81.735,80.128,,
2023,Dutch Grand Prix,44,HAM,hamilton,Mercedes,13.0,81.919,80.151,,
2023,Dutch Grand Prix,22,TSU,tsunoda,AlphaTauri,14.0,81.781,80.23,,
2023,Dutch Grand Prix,27,HUL,hulkenberg,Haas F1 Team,15.0,81.891,80.25,,
2023,Dutch Grand Prix,24,ZHO,zhou,Alfa Romeo,16.0,82.067,,,
2023,Dutch Grand Prix,31,OCO,ocon,Alpine,17.0,82.11,,,
2023,Dutch Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,18.0,82.192,,,
2023,Dutch Grand Prix,77,BOT,bottas,Alfa Romeo,19.0,82.26,,,
2023,Dutch Grand Prix,40,LAW,lawson,AlphaTauri,20.0,83.42,,,
2023,Italian Grand Prix,55,SAI,sainz,Ferrari,1.0,81.965,80.991,80.294,
2023,Italian Grand Prix,1,VER,max_verstappen,Red Bull Racing,2.0,81.573,80.937,80.307,
2023,Italian Grand Prix,16,LEC,leclerc,Ferrari,3.0,81.788,80.977,80.361,
2023,Italian Grand Prix,63,RUS,russell,Mercedes,4.0,82.148,81.382,80.671,
2023,Italian Grand Prix,11,PER,perez,Red Bull Racing,5.0,81.911,81.24,80.688,
2023,Italian Grand Prix,23,ALB,albon,Williams,6.0,81.661,81.272,80.76,
2023,Italian Grand Prix,81,PIA,piastri,McLaren,7.0,82.106,81.527,80.785,
2023,Italian Grand Prix,44,HAM,hamilton,Mercedes,8.0,81.977,81.369,80.82,
2023,Italian Grand Prix,4,NOR,norris,McLaren,9.0,81.995,81.581,80.979,
2023,Italian Grand Prix,14,ALO,alonso,Aston Martin,10.0,82.043,81.543,81.417,
2023,Italian Grand Prix,22,TSU,tsunoda,AlphaTauri,11.0,81.852,81.594,,
2023,Italian Grand Prix,40,LAW,lawson,AlphaTauri,12.0,82.112,81.758,,
2023,Italian Grand Prix,27,HUL,hulkenberg,Haas F1 Team,13.0,82.343,81.776,,
2023,Italian Grand Prix,77,BOT,bottas,Alfa Romeo,14.0,82.249,81.94,,
2023,Italian Grand Prix,2,SAR,sargeant,Williams,15.0,81.93,81.944,,
2023,Italian Grand Prix,24,ZHO,zhou,Alfa Romeo,16.0,82.39,,,
2023,Italian Grand Prix,10,GAS,gasly,Alpine,17.0,82.545,,,
2023,Italian Grand Prix,31,OCO,ocon,Alpine,18.0,82.548,,,
2023,Italian Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,19.0,82.592,,,
2023,Italian Grand Prix,18,STR,stroll,Aston Martin,20.0,82.86,,,
2023,Singapore Grand Prix,55,SAI,sainz,Ferrari,1.0,92.339,91.439,90.984,
2023,Singapore Grand Prix,63,RUS,russell,Mercedes,2.0,92.331,91.743,91.056,
2023,Singapore Grand Prix,16,LEC,leclerc,Ferrari,3.0,92.406,92.012,91.063,
2023,Singapore Grand Prix,4,NOR,norris,McLaren,4.0,92.483,91.951,91.27,
2023,Singapore Grand Prix,44,HAM,hamilton,Mercedes,5.0,92.651,92.019,91.485,
2023,Singapore Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,6.0,92.242,91.892,91.575,
2023,Singapore Grand Prix,14,ALO,alonso,Aston Martin,7.0,92.584,91.835,91.615,
2023,Singapore Grand Prix,31,OCO,ocon,Alpine,8.0,92.369,92.089,91.673,
2023,Singapore Grand Prix,27,HUL,hulkenberg,Haas F1 Team,9.0,92.1,91.994,91.808,
2023,Singapore Grand Prix,40,LAW,lawson,AlphaTauri,10.0,92.215,92.166,92.268,
2023,Singapore Grand Prix,1,VER,max_verstappen,Red Bull Racing,11.0,92.398,92.173,,
2023,Singapore Grand Prix,10,GAS,gasly,Alpine,12.0,92.452,92.274,,
2023,Singapore Grand Prix,11,PER,perez,Red Bull Racing,13.0,92.099,92.31,,
2023,Singapore Grand Prix,23,ALB,albon,Williams,14.0,92.668,93.719,,
2023,Singapore Grand Prix,22,TSU,tsunoda,AlphaTauri,15.0,91.991,,,
2023,Singapore Grand Prix,77,BOT,bottas,Alfa Romeo,16.0,92.809,,,
2023,Singapore Grand Prix,81,PIA,piastri,McLaren,17.0,92.902,,,
2023,Singapore Grand Prix,2,SAR,sargeant,Williams,18.0,93.252,,,
2023,Singapore Grand Prix,24,ZHO,zhou,Alfa Romeo,19.0,93.258,,,
2023,Singapore Grand Prix,18,STR,stroll,Aston Martin,20.0,93.397,,,
2023,Japanese Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,89.878,89.964,88.877,
2023,Japanese Grand Prix,81,PIA,piastri,McLaren,2.0,90.439,90.122,89.458,
2023,Japanese Grand Prix,4,NOR,norris,McLaren,3.0,90.063,90.296,89.493,
2023,Japanese Grand Prix,16,LEC,leclerc,Ferrari,4.0,90.393,89.94,89.542,
2023,Japanese Grand Prix,11,PER,perez,Red Bull Racing,5.0,90.652,89.965,89.65,
2023,Japanese Grand Prix,55,SAI,sainz,Ferrari,6.0,90.651,90.067,89.85,
2023,Japanese Grand Prix,44,HAM,hamilton,Mercedes,7.0,90.811,90.04,89.908,
2023,Japanese Grand Prix,63,RUS,russell,Mercedes,8.0,90.811,90.268,90.219,
2023,Japanese Grand Prix,22,TSU,tsunoda,AlphaTauri,9.0,90.733,90.204,90.303,
2023,Japanese Grand Prix,14,ALO,alonso,Aston Martin,10.0,90.971,90.465,90.56,
2023,Japanese Grand Prix,40,LAW,lawson,AlphaTauri,11.0,90.425,90.508,,
2023,Japanese Grand Prix,10,GAS,gasly,Alpine,12.0,90.843,90.509,,
2023,Japanese Grand Prix,23,ALB,albon,Williams,13.0,90.941,90.537,,
2023,Japanese Grand Prix,31,OCO,ocon,Alpine,14.0,90.96,90.586,,
2023,Japanese Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,15.0,90.976,90.665,,
2023,Japanese Grand Prix,77,BOT,bottas,Alfa Romeo,16.0,91.049,,,
2023,Japanese Grand Prix,18,STR,stroll,Aston Martin,17.0,91.181,,,
2023,Japanese Grand Prix,27,HUL,hulkenberg,Haas F1 Team,18.0,91.299,,,
2023,Japanese Grand Prix,24,ZHO,zhou,Alfa Romeo,19.0,91.398,,,
2023,Japanese Grand Prix,2,SAR,sargeant,Williams,20.0,,,,
2023,Qatar Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,85.007,84.483,83.778,
2023,Qatar Grand Prix,63,RUS,russell,Mercedes,2.0,85.334,84.827,84.219,
2023,Qatar Grand Prix,44,HAM,hamilton,Mercedes,3.0,86.076,84.381,84.305,
2023,Qatar Grand Prix,14,ALO,alonso,Aston Martin,4.0,85.223,85.241,84.369,
2023,Qatar Grand Prix,16,LEC,leclerc,Ferrari,5.0,85.452,85.079,84.424,
2023,Qatar Grand Prix,81,PIA,piastri,McLaren,6.0,85.266,84.724,84.54,
2023,Qatar Grand Prix,10,GAS,gasly,Alpine,7.0,85.566,84.918,84.553,
2023,Qatar Grand Prix,31,OCO,ocon,Alpine,8.0,85.711,84.928,84.763,
2023,Qatar Grand Prix,77,BOT,bottas,Alfa Romeo,9.0,86.038,85.297,85.058,
2023,Qatar Grand Prix,4,NOR,norris,McLaren,10.0,85.131,84.685,,
2023,Qatar Grand Prix,22,TSU,tsunoda,AlphaTauri,11.0,86.058,85.301,,
2023,Qatar Grand Prix,55,SAI,sainz,Ferrari,12.0,85.808,85.328,,
2023,Qatar Grand Prix,11,PER,perez,Red Bull Racing,13.0,85.991,85.462,,
2023,Qatar Grand Prix,23,ALB,albon,Williams,14.0,86.118,85.707,,
2023,Qatar Grand Prix,27,HUL,hulkenberg,Haas F1 Team,15.0,85.904,85.783,,
2023,Qatar Grand Prix,2,SAR,sargeant,Williams,16.0,86.21,,,
2023,Qatar Grand Prix,18,STR,stroll,Aston Martin,17.0,86.345,,,
2023,Qatar Grand Prix,40,LAW,lawson,AlphaTauri,18.0,86.635,,,
2023,Qatar Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,19.0,87.046,,,
2023,Qatar Grand Prix,24,ZHO,zhou,Alfa Romeo,20.0,87.432,,,
2023,United States Grand Prix,16,LEC,leclerc,Ferrari,1.0,96.061,95.004,94.723,
2023,United States Grand Prix,4,NOR,norris,McLaren,2.0,95.11,95.441,94.853,
2023,United States Grand Prix,44,HAM,hamilton,Mercedes,3.0,95.091,95.24,94.862,
2023,United States Grand Prix,55,SAI,sainz,Ferrari,4.0,95.824,95.302,94.945,
2023,United States Grand Prix,63,RUS,russell,Mercedes,5.0,96.165,95.606,95.079,
2023,United States Grand Prix,1,VER,max_verstappen,Red Bull Racing,6.0,95.346,95.008,95.081,
2023,United States Grand Prix,10,GAS,gasly,Alpine,7.0,96.158,95.496,95.089,
2023,United States Grand Prix,31,OCO,ocon,Alpine,8.0,96.131,95.413,95.154,
2023,United States Grand Prix,11,PER,perez,Red Bull Racing,9.0,95.989,95.679,95.173,
2023,United States Grand Prix,81,PIA,piastri,McLaren,10.0,96.064,95.576,95.467,
2023,United States Grand Prix,22,TSU,tsunoda,AlphaTauri,11.0,95.913,95.697,,
2023,United States Grand Prix,24,ZHO,zhou,Alfa Romeo,12.0,96.052,95.698,,
2023,United States Grand Prix,77,BOT,bottas,Alfa Romeo,13.0,96.082,95.858,,
2023,United States Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,14.0,96.009,95.88,,
2023,United States Grand Prix,3,RIC,ricciardo,AlphaTauri,15.0,96.213,95.974,,
2023,United States Grand Prix,27,HUL,hulkenberg,Haas F1 Team,16.0,96.235,,,
2023,United States Grand Prix,14,ALO,alonso,Aston Martin,17.0,96.268,,,
2023,United States Grand Prix,23,ALB,albon,Williams,18.0,96.315,,,
2023,United States Grand Prix,18,STR,stroll,Aston Martin,19.0,96.589,,,
2023,United States Grand Prix,2,SAR,sargeant,Williams,20.0,96.827,,,
2023,Mexico City Grand Prix,16,LEC,leclerc,Ferrari,1.0,78.401,77.901,77.166,
2023,Mexico City Grand Prix,55,SAI,sainz,Ferrari,2.0,78.755,78.382,77.233,
2023,Mexico City Grand Prix,1,VER,max_verstappen,Red Bull Racing,3.0,78.099,77.625,77.263,
2023,Mexico City Grand Prix,3,RIC,ricciardo,AlphaTauri,4.0,78.341,77.706,77.382,
2023,Mexico City Grand Prix,11,PER,perez,Red Bull Racing,5.0,78.553,78.124,77.423,
2023,Mexico City Grand Prix,44,HAM,hamilton,Mercedes,6.0,78.677,77.571,77.454,
2023,Mexico City Grand Prix,81,PIA,piastri,McLaren,7.0,78.241,77.874,77.623,
2023,Mexico City Grand Prix,63,RUS,russell,Mercedes,8.0,78.893,77.673,77.674,
2023,Mexico City Grand Prix,77,BOT,bottas,Alfa Romeo,9.0,78.429,78.016,78.032,
2023,Mexico City Grand Prix,24,ZHO,zhou,Alfa Romeo,10.0,79.016,78.44,78.05,
2023,Mexico City Grand Prix,10,GAS,gasly,Alpine,11.0,78.945,78.521,,
2023,Mexico City Grand Prix,27,HUL,hulkenberg,Haas F1 Team,12.0,78.969,78.524,,
2023,Mexico City Grand Prix,14,ALO,alonso,Aston Martin,13.0,78.848,78.738,,
2023,Mexico City Grand Prix,23,ALB,albon,Williams,14.0,78.828,79.147,,
2023,Mexico City Grand Prix,22,TSU,tsunoda,AlphaTauri,15.0,78.89,,,
2023,Mexico City Grand Prix,31,OCO,ocon,Alpine,16.0,79.08,,,
2023,Mexico City Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,17.0,79.163,,,
2023,Mexico City Grand Prix,18,STR,stroll,Aston Martin,18.0,79.227,,,
2023,Mexico City Grand Prix,4,NOR,norris,McLaren,19.0,81.554,,,
2023,Mexico City Grand Prix,2,SAR,sargeant,Williams,20.0,,,,
2023,São Paulo Grand Prix,1,VER,max_verstappen,Red Bull Racing,1.0,70.436,70.162,70.727,
2023,São Paulo Grand Prix,16,LEC,leclerc,Ferrari,2.0,70.472,70.303,71.021,
2023,São Paulo Grand Prix,18,STR,stroll,Aston Martin,3.0,70.551,70.375,71.344,
2023,São Paulo Grand Prix,14,ALO,alonso,Aston Martin,4.0,70.557,70.237,71.387,
2023,São Paulo Grand Prix,44,HAM,hamilton,Mercedes,5.0,70.604,70.266,71.469,
2023,São Paulo Grand Prix,63,RUS,russell,Mercedes,6.0,70.34,70.316,71.59,
2023,São Paulo Grand Prix,4,NOR,norris,McLaren,7.0,70.623,70.021,71.987,
2023,São Paulo Grand Prix,55,SAI,sainz,Ferrari,8.0,70.624,70.254,71.989,
2023,São Paulo Grand Prix,11,PER,perez,Red Bull Racing,9.0,70.668,70.219,72.321,
2023,São Paulo Grand Prix,81,PIA,piastri,McLaren,10.0,70.519,70.33,,
2023,São Paulo Grand Prix,27,HUL,hulkenberg,Haas F1 Team,11.0,70.475,70.547,,
2023,São Paulo Grand Prix,31,OCO,ocon,Alpine,12.0,70.763,70.562,,
2023,São Paulo Grand Prix,10,GAS,gasly,Alpine,13.0,70.793,70.567,,
2023,São Paulo Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,14.0,70.602,70.723,,
2023,São Paulo Grand Prix,23,ALB,albon,Williams,15.0,70.621,70.84,,
2023,São Paulo Grand Prix,22,TSU,tsunoda,AlphaTauri,16.0,70.837,,,
2023,São Paulo Grand Prix,3,RIC,ricciardo,AlphaTauri,17.0,70.843,,,
2023,São Paulo Grand Prix,77,BOT,bottas,Alfa Romeo,18.0,70.955,,,
